62007637,51.49658,9.3862299
62007637,51.49947,9.3848799
586485421,53.07106,8.80088
586485421,53.07119,8.80118
586485421,53.07129,8.80147
554728248,53.02934,8.8073699
554728248,53.0295996,8.8075747
554728248,53.02986,8.80778
51867061,53.02835,8.8012599
51867061,53.02893,8.7991299
67948481,53.0931899,8.7928
67948481,53.0935,8.79258
67948481,53.09374,8.79238
51872225,53.07119,8.86384
51872225,53.0713699,8.8633599
51872180,53.06947,8.87326
51872180,53.07037,8.8716999
51872180,53.0711999,8.87015
51872180,53.07213,8.8680599
51872180,53.0723799,8.86736
51874210,53.0995599,8.8719899
51874210,53.1012399,8.87368
51874213,53.1013299,8.87602
51874213,53.10136,8.8790599
51885285,53.10004,8.7870099
51885285,53.10052,8.7866199
762432120,51.4013299,10.1283999
762432120,51.4022499,10.1280999
79658397,51.46881,9.9806
79658397,51.4689799,9.9805
79658397,51.47008,9.9797699
540629051,51.48805,9.9794399
540629051,51.4881,9.9795699
540629051,51.4881199,9.9796999
540629051,51.4881199,9.9798399
540629051,51.4880899,9.9799699
540629051,51.48801,9.98021
540629051,51.4879899,9.98037
540629051,51.488,9.98054
540629051,51.48804,9.98068
540629051,51.4881,9.98077
51829909,51.5429699,9.94942
51829909,51.54326,9.9491
51829820,51.5080099,9.9628699
51829820,51.50807,9.96215
51829820,51.50807,9.9619399
79664548,51.49716,9.9824999
79664548,51.49841,9.9825299
