3496,51.496868217364,9.38602223061025
4552,53.0709172971547,8.8008675724268
4554,53.029557466507,8.80752632394433
4555,53.028032546863,8.80236692726612
4557,53.0930025223643,8.79291892983019
4559,53.0713202990592,8.86401766911149
4560,53.0697655398399,8.87294649146497
4562,53.0997711606324,8.87211098335683
4563,53.1013818271458,8.87610286474228
5735,53.1002683751285,8.78687172196805
6212,51.4017781242728,10.128176221624
6214,51.4694282971323,9.98014275915921
6215,51.488107284531,9.97963733039796
6217,51.5429023839533,9.94937513954937
6219,51.5079686231911,9.9626980908215
6220,51.4966081269085,9.98251701705158
